page_id	text	label	Pattern Category
1299	LESS THAN 8 LEFT IN STOCK!	1	Scarcity
1289	 United States 	0	Not Dark Pattern
1013	Limited Time Sale - Buy Now!	1	Urgency
1536	 Mobile Terms of Use 	0	Not Dark Pattern
1459	 ALL SALE 	0	Not Dark Pattern
1469	MyStore	0	Not Dark Pattern
1297	JUST 1 LEFT!	1	Scarcity
1326	Don't snooze, only 1 left	1	Scarcity
880	I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.	1	Forced Action
1222	Don't miss out, only 2 left in stock	1	Scarcity
37	Someone from Rochedale, Queensland, Australia started buying this!	1	Social Proof
216	 Please click 	0	Not Dark Pattern
1468	 Box Springs & Foundations	0	Not Dark Pattern
833	Countdown	0	Not Dark Pattern
667	Men's Pullover Sweaters	0	Not Dark Pattern
1604	 Tony Bianco 	0	Not Dark Pattern
1590	 LOGO BLACK 	0	Not Dark Pattern
1723	Everything was perfect. The delivery was very smooth and the products were in great condition as well.	0	Not Dark Pattern
1405	 Face Masks	0	Not Dark Pattern
1040	LIMITED TIME OFFER!	1	Urgency
1077	Low In Stock Today	1	Scarcity
1729	Lenscap: Damage Only	1	Misdirection
1745	With 1-year Care Subscription 10 days history	1	Misdirection
1667	About Ruth Hogan	0	Not Dark Pattern
1271	Don't miss out on this item! There is only 1 left in stock.	1	Scarcity
427	NO, THANKS. I DON'T LIKE DISCOUNTS 	1	Misdirection
423	No thanks, I'd rather pay full price.	1	Misdirection
992	Wait! Take 10% off Your First Order Deal Expires Soon!	1	Urgency
1241	Diamond Nose Studs	0	Not Dark Pattern
902	Perhaps you could...	0	Not Dark Pattern
912	CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!	1	Obstruction
1063	Limited Time Only! 20% Off	1	Urgency
1585	Hurry, only 2 left in stock	1	Scarcity
622	 Casual V-Neck Sleeveless T-Shirt 	0	Not Dark Pattern
66	 Businesses in the EU buying from a business in the same country are also charged VAT.	0	Not Dark Pattern
207	Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now	1	Social Proof
1210	Hurry only 8 items left!	1	Scarcity
190	 Shop 	0	Not Dark Pattern
225	Someone in United States just purchased a	1	Social Proof
1014	LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!	1	Urgency
861	 Rechargeable 	0	Not Dark Pattern
1541	 Redeem Gift Certificates 	0	Not Dark Pattern
1469	Hurry! 1 items left!	1	Scarcity
1658	Muc-Off	0	Not Dark Pattern
247	Frequently Asked Questions	0	Not Dark Pattern
113	We value your input. Share your review so everyone else can enjoy it too.	0	Not Dark Pattern
128	Someone in Byron Bay, NSW just bought	1	Social Proof
1600	Last 1 left	1	Scarcity
1331	Limited quantity available	1	Scarcity
1317	 ॐ Welcome to Devshoppe Sign In or Create an Account 	0	Not Dark Pattern
1315	Code of Conduct	0	Not Dark Pattern
1648	Macro Focussing Rails	0	Not Dark Pattern
1174	Tactical Rifles	0	Not Dark Pattern
1536	Bottoms Deals	0	Not Dark Pattern
634	Checkout within 04:10 so we don't run out of stock!	1	Urgency
54	3,081 people have viewed this item	1	Social Proof
1489	 Champagne Taittinger 	0	Not Dark Pattern
1328	Hurry! Only 7 left	1	Scarcity
83	19,302 people have added this item to cart	1	Social Proof
888	We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.	1	Obstruction
61	Howdy stranger, looks like your trail has hit a dead end.	0	Not Dark Pattern
740	 Maker Faire News 	0	Not Dark Pattern
13	31 people seeing this product right now	1	Social Proof
281	3 other people are currently viewing this item.	1	Social Proof
22	Favored By: 400 people!	1	Social Proof
1330	 All Shoes 	0	Not Dark Pattern
1573	 What's New New arrivals daily 	0	Not Dark Pattern
160	143 BOUGHT	1	Social Proof
1267	WARNING! Only 5 left in stock!	1	Scarcity
409	No thanks, I've got too much cool Glock stuff!	1	Misdirection
256	43 added to bag in the last 48hrs	1	Social Proof
1675	67% offers claimed. Hurry up!	1	Scarcity
1469	Party & Birthday Novelties	0	Not Dark Pattern
1317	 Temple Locks 	0	Not Dark Pattern
296	Sara from Philadelphia just saved $68 on her order.	1	Social Proof
121	17 people have viewed this wine today	1	Social Proof
1158	 Data Processor: Amobee 	0	Not Dark Pattern
994	new merch coming soon	0	Not Dark Pattern
1365	Prices subject to change without notice. Products shown may not be available in our stores.	0	Not Dark Pattern
1056	Add your favourites to cart	0	Not Dark Pattern
1030	Free Shipping On Orders Over $49* - Limited Time Only	1	Urgency
169	Someone in DOVER, United States just bought Crew 15 mins ago	1	Social Proof
766	 Payment Methods 	0	Not Dark Pattern
1367	 Also notify me about New Arrivals! 	0	Not Dark Pattern
752	POSTED BY @missladywoolf#motoin	0	Not Dark Pattern
680	 All Personalised Gifts 	0	Not Dark Pattern
1095	HURRY! ONLY 19 LEFT IN STOCK.	1	Scarcity
842	Massive Tax Time Sale See Discounts! Sale ends in	1	Urgency
588	Special sale ends in	1	Urgency
259	By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. 	0	Not Dark Pattern
1315	Sorry! This product is no longer available	0	Not Dark Pattern
1673	Brand: Ray-Ban® | Similar products from Ray-Ban®	0	Not Dark Pattern
441	No thanks, free stuff isn't for me.	1	Misdirection
1214	Only 2 Left	1	Scarcity
113	 Colored Contact Lenses 	0	Not Dark Pattern
262	Israël in Metz, France purchased a More ADVANCED Chord Substitutions	1	Social Proof
1351	In stock | 44 left	1	Scarcity
1359	only 7 pieces left	1	Scarcity
1536	Download Now	0	Not Dark Pattern
1469	Beach Towels & Mats	0	Not Dark Pattern
619	ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds	1	Urgency
1496	Hurry, limited quantities left!	1	Scarcity
230	Light Works	0	Not Dark Pattern
1779	Both of these jerseys are awesome, I couldn’t have asked for better quality.	0	Not Dark Pattern
1117	Only 14 left!	1	Scarcity
445	NO THANKS, I DON'T WANT 20% OFF MY ORDER	1	Misdirection
1792	I already have this item. Do not add this to cart	1	Misdirection
1469	Security Cameras	0	Not Dark Pattern
1604	Cross Body	0	Not Dark Pattern
1667	 -- Preeti Shenoy, author of THE RULE BREAKERS	0	Not Dark Pattern
1550	Royal Python Vivariums	0	Not Dark Pattern
833	Stone Island Junior	0	Not Dark Pattern
1397	ONLY 1 LEFT!	1	Scarcity
113	 Sustainably made	0	Not Dark Pattern
1468	Bob's For Business	0	Not Dark Pattern
1791	"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box."	1	Misdirection
1536	Boys Green School Uniforms	0	Not Dark Pattern
782	 Show Password 	0	Not Dark Pattern
300	Pay Securely with Trespass	0	Not Dark Pattern
1131	Limited Stock!	1	Scarcity
212	 adidas Originals Stan Smith 	0	Not Dark Pattern
989	LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE	1	Urgency
1468	 Functional Marketing Cookies	0	Not Dark Pattern
1023	Limited Time Offers	1	Urgency
186	Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago	1	Social Proof
312	436 users are currently active on our website Just now	1	Social Proof
892	Exposed Membership (recurring subscription) and Cancellations  If You order with Exposed Membership, you are selecting a recurring billing subscription, where You will receive a new kit approximately every 60 days. You are able to cancel by contacting Exposed customer care at 1-866-404-7656, 8am – 4pm Pacific Time, M-F.  If You are part of our Monthly installment program, You will be billed in two monthly installments for each acne kit shipped. Each kit will be shipped every two months unless your membership is canceled. To cancel Your Exposed Membership, You must: 1. first pay in full for all kits that have been shipped 2. and, then contact Exposed customer care at 1-866-404-7656 8am – 4pm Pacific Time, M-F to process Your cancellation.	1	Obstruction
1536	Sale Coats and Jackets	0	Not Dark Pattern
573	Shop By Brands	0	Not Dark Pattern
1765	Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!	1	Misdirection
1658	ROAD CLOTHING	0	Not Dark Pattern
324	No thanks, I don't want to build one.. I'd rather kick rocks!	1	Misdirection
1351	 Menstrual Products 	0	Not Dark Pattern
1564	4 SEATS LEFT	1	Scarcity
132	Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago	1	Social Proof
190	Shoes & Clothing	0	Not Dark Pattern
767	Imported	0	Not Dark Pattern
940	Will sell out fast!	1	Scarcity
116	Get it fast! 14 added to bag today	1	Social Proof
1293	Herbaceous oil rich in anti-aging polyphenols.	0	Not Dark Pattern
1216	HURRY! LESS THAN 129 LEFT.	1	Scarcity
111	Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash	1	Social Proof
1090	Only 3 left in stock	1	Scarcity
1671	We only have 5 left!	1	Scarcity
395	Nah, I like paying full price	1	Misdirection
224	2 people have looked at this in the last couple of hrs.	1	Social Proof
27	Real time 30 Visitor right now	1	Social Proof
527	Drawstring Backpacks	0	Not Dark Pattern
1197	Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!	1	Scarcity
327	No thanks, I don't like getting free stuff.	1	Misdirection
154	THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS	1	Social Proof
1521	HURRY! ONLY 2 LEFT!	1	Scarcity
1482	Less than 7 left!	1	Scarcity
1662	BOTTLES LEFT 3	1	Scarcity
840	Items reserved for 15:00	1	Urgency
1094	ONLY 4 LEFT!	1	Scarcity
651	-90% discount if you order within 9:55:44	1	Urgency
765	 Latest looks from Myleene Klass Shop now 	0	Not Dark Pattern
1219	Only 9 left in stock	1	Scarcity
1725	ADD FOR BETTER RESULTS	1	Misdirection
1293	 Affiliate 	0	Not Dark Pattern
1044	Auto Delivery Program	0	Not Dark Pattern
1818	Save $148.98AUD – 49% Off	1	Misdirection
1068	Low Stock – Selling Fast	1	Scarcity
290	2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY	1	Social Proof
1120	Only 6 left	1	Scarcity
230	Pro Boost Treatments	0	Not Dark Pattern
1469	Baby Nursing & Feeding	0	Not Dark Pattern
300	4 bought in the last 24 hours.	1	Social Proof
837	We're offline	0	Not Dark Pattern
268	12 customers viewed this product today!	1	Social Proof
1317	 Gemstone softwares 	0	Not Dark Pattern
527	Graphic Tanks	0	Not Dark Pattern
1470	LOW STOCK (ONLY 10 LEFT!)	1	Scarcity
97	JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago	1	Social Proof
622	 V-neck Printed Loose Short-sleeved T-shirt 	0	Not Dark Pattern
1061	Limited Time Only · Online Only	1	Urgency
1351	 Teething Remedies 	0	Not Dark Pattern
69	Partnerships	0	Not Dark Pattern
638	Accord remotes	0	Not Dark Pattern
20	72 Viewing This Product	1	Social Proof
790	Something went wrong. Please try again	0	Not Dark Pattern
907	 Coloured Pencils 	0	Not Dark Pattern
1105	Only 1 left in stock!	1	Scarcity
1354	Only 9 units left in stock online.	1	Scarcity
1304	Feeding Nightwear	0	Not Dark Pattern
993	 Gift Card FAQs 	0	Not Dark Pattern
118	Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago	1	Social Proof
1469	Ducted Vacuum Cleaners	0	Not Dark Pattern
825	Work Solid Simple Crew Neck Half Sleeve Top	0	Not Dark Pattern
377	No thank you, I prefer to pay for shipping.	1	Misdirection
1536	White Plus Size Clothing	0	Not Dark Pattern
452	No thanks, I don't like exclusive offers	1	Misdirection
60	273 units sold in the last 30 days	1	Social Proof
351	No thanks, I'll just pay full price.	1	Misdirection
365	No, I'd rather do it the hard way...	1	Misdirection
1736	User interface customization persistent cookies are used to store a user’s preference regarding a service. Please note that these cookies are exempt from consent.	0	Not Dark Pattern
1779	After getting my jersey on Monday, I am hooked on CoolHockey. I will surely be buying from CoolHockey from now on.	0	Not Dark Pattern
1796	Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!	1	Misdirection
285	Other 2 customers have it in their cart.	1	Social Proof
714	Elegant A Line Chiffon V-neck Long Sleeve Bridesmaid Dress with Pleats and Ruching	0	Not Dark Pattern
1009	White Camo Windbreaker - Rock N' Roll	0	Not Dark Pattern
638	xB Remotes	0	Not Dark Pattern
212	 Football Boots 	0	Not Dark Pattern
277	Selling fast! Add to bag 7 times in the last 48 hours.	1	Social Proof
1310	Only 2 items left	1	Scarcity
61	Marc in Newton, United States purchasedKTM Stand Plate Large KTM...	1	Social Proof
279	Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now	1	Social Proof
1428	Lifestyle / Music	0	Not Dark Pattern
1083	Only 1 unit left in stock	1	Scarcity
1191	LOW IN STOCK!! GET YOURS NOW	1	Scarcity
240	Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack	1	Social Proof
1429	High Arches	0	Not Dark Pattern
569	Contract free	0	Not Dark Pattern
220	Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers	1	Social Proof
598	Your order is prioritized for 13:22 minutes!	1	Urgency
361	How Do I Rinse Off My Overnight Hair Oil Treatment?	0	Not Dark Pattern
1536	Black Jewelry	0	Not Dark Pattern
552	Cart will expire in 08:19 minutes!	1	Urgency
863	Time remaining: 04:50	1	Urgency
684	0:44:56	1	Urgency
1315	 Watches & Accessories 	0	Not Dark Pattern
371	No thanks, I don't like free stuff	1	Misdirection
799	DAYS HRS MINS SECS	1	Urgency
982	"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo"	1	Urgency
1055	Limited time offer.	1	Urgency
1293	3 left	1	Scarcity
129	Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago	1	Social Proof
1025	Limited Time Remaining!	1	Urgency
334	I WANT TO PAY MORE LATER ;)	1	Misdirection
1033	Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >	1	Urgency
1573	Back by Demand	0	Not Dark Pattern
1551	ONLY 5 LEFT, HURRY!	1	Scarcity
259	Functional Cookies	0	Not Dark Pattern
742	Flash Sale ends in SHOP NOW  	1	Urgency
648	 Born for adventures across land, desert, and ice. Cruise over Tarmac-free roads or adapt it to be your 'do anything' commuter. 	0	Not Dark Pattern
230	Performance Cookies	0	Not Dark Pattern
837	I am very pleased with the service I received.	0	Not Dark Pattern
274	7 customers have this in their basket	1	Social Proof
228	Jacob in Seymour, Wisconsin, United States purchased a Bass XL just now!	1	Social Proof
1690	Hurry! Only 9 left in stock.	1	Scarcity
1590	 shop by trend 	0	Not Dark Pattern
560	13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!	1	Urgency
907	Delivery & support	0	Not Dark Pattern
803	SHOP TRIATHLON	0	Not Dark Pattern
1522	The product you requested is not available in the selected country	0	Not Dark Pattern
430	No thanks, I don't like winning	1	Misdirection
1756	You choose: just one box, or a  Madison Reed Membership?	1	Misdirection
1446	Baby Cross Stitch & Embroidery Patterns	0	Not Dark Pattern
638	HHR remotes	0	Not Dark Pattern
475	No, I Don't Like Discounts	1	Misdirection
983	LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!	1	Urgency
1011	$69.50 For A Limited Time Details	1	Urgency
991	 Accessibility statement 	0	Not Dark Pattern
1465	Hurry! Only 1 Left In Stock	1	Scarcity
82	2,221 people have purchased this item	1	Social Proof
392	No, thanks. I'd prefer not to save.	1	Misdirection
555	SAVE $200 OFF PUFFY	1	Urgency
1158	 Data Processor Privacy Policy: https://triplelift.com/privacy 	0	Not Dark Pattern
289	Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair 	1	Social Proof
1196	1 item left	1	Scarcity
1801	Order without free membership $69.95	1	Misdirection
1451	 This product can expose you to chemicals including Hexavalent which is known to the State of California to cause cancer on birth defects or other reproductive harm. For more information, visit 	0	Not Dark Pattern
251	Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes	1	Social Proof
1491	Only 5 left!	1	Scarcity
907	 Brushes 	0	Not Dark Pattern
74	Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago	1	Social Proof
1158	 Data Processor Privacy Policy: https://casalemedia.com/ 	0	Not Dark Pattern
385	No thanks, I'll still want to pay full price	1	Misdirection
1255	Only 3 Left in Stock!	1	Scarcity
1026	Limited time - final price reflects extra 29% off	1	Urgency
1687	Hurry! Only 6 left in stock.	1	Scarcity
300	 We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more. 	0	Not Dark Pattern
1316	 Unstitched Fabric 	0	Not Dark Pattern
113	 Polar Lights II 	0	Not Dark Pattern
414	Shop by Health Goals	0	Not Dark Pattern
411	No thanks, I'm not interested	1	Misdirection
1705	Customer also shopped for	1	Misdirection
1429	Shop Safely And Securely	0	Not Dark Pattern
1158	 powered by: Cookie Information 	0	Not Dark Pattern
1590	Free Shipping & Easy Returns always! 	0	Not Dark Pattern
1428	Combination	0	Not Dark Pattern
390	No Thanks, I Don't Want To Save	1	Misdirection
1552	QUANTITY: *ONLY 1 LEFT	1	Scarcity
273	6 customers have this in their basket	1	Social Proof
108	GCC Compliance	0	Not Dark Pattern
247	 Please try again 	0	Not Dark Pattern
568	How Do Our Crystals Looks in Real Life?	0	Not Dark Pattern
408	No thanks, I want to pay full price	1	Misdirection
976	commonpandacom@commonpandacom	0	Not Dark Pattern
434	Yes, I Want To Save Money!No Thanks	1	Misdirection
716	OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!	1	Urgency
905	ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS.	1	Obstruction
1360	Only 4 left in this size!	1	Scarcity
1293	You might also like	0	Not Dark Pattern
158	Shop By Fabric	0	Not Dark Pattern
196	Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago	1	Social Proof
907	 View all Ink categories 	0	Not Dark Pattern
350	 Intercoastal Performance Pant - True Navy 	0	Not Dark Pattern
405	NO THANKS, I DON’T WANT 15% OFF	1	Misdirection
1469	Bike Parts & Components	0	Not Dark Pattern
217	🔥👁️ 1 person is viewing this.	1	Social Proof
66	Estimated VAT overview	0	Not Dark Pattern
1451	 Your company account is blocked and you cannot place orders. If you have questions, please contact your company administrator. 	0	Not Dark Pattern
1469	Hand & Foot Skin Care	0	Not Dark Pattern
1469	 Best Deals of the Month: April Edition 	0	Not Dark Pattern
1682	Hurry up! Only 4 left in stock	1	Scarcity
158	Accent Chairs	0	Not Dark Pattern
471	No thanks, I don't like to save	1	Misdirection
782	 Subscribe To Us Subscribe 	0	Not Dark Pattern
1738	Customers also bought	1	Misdirection
233	407 customers have viewed this item recently	1	Social Proof
1625	Only 1 item(s) left in stock	1	Scarcity
1317	 Kyanite Beads 	0	Not Dark Pattern
370	No, I don't want great deals.	1	Misdirection
1313	I have a strong liking to walnut. Even the sapwood can look very presentable when finished good. Thus cutting board is a great item for use and conversation and looks good. 	0	Not Dark Pattern
833	Holland Cooper	0	Not Dark Pattern
803	Recovery Best Sellers	0	Not Dark Pattern
198	Viewed 1040 times in the last 7 days	1	Social Proof
861	U.S. Vape Mail Ban FAQs	0	Not Dark Pattern
1272	異業合作 Cooperation	0	Not Dark Pattern
184	6 people have looked at this in the last few hrs.	1	Social Proof
1728	Limited-time Offer: Bundle a base and get 20% off	1	Misdirection
1536	Sale Womens Clothing	0	Not Dark Pattern
1815	Why I chose this:	0	Not Dark Pattern
1811	TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE	1	Misdirection
203	View Alternatives	0	Not Dark Pattern
491	11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!	1	Urgency
886	Security is our top priority. Our subscription payments are powered by Stripe and ReCharge, processed in a secure PCI-compliant environment to the highest industry standards. Ketolent staff never know your credit card number.	0	Not Dark Pattern
44	Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)	1	Social Proof
1621	Only 22 left in stock!	1	Scarcity
1710	ADD WORLD'S MOST COMFORTABLE CHAIRS	1	Misdirection
1344	ONLY 3 LEFT IN STOCK!	1	Scarcity
976	Watch how its done	0	Not Dark Pattern
907	 View all Oil & Acrylic Brushes categories 	0	Not Dark Pattern
414	Get Personalised Health PlanGet Health Plan	0	Not Dark Pattern
201	Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago	1	Social Proof
1167	LESS THAN 5 LEFT!	1	Scarcity
1759	[new-troh-pick]	0	Not Dark Pattern
4	ADHD Friendly Profile: this profile significantly reduces distractions and noise to help people with ADHD, and Neurodevelopmental disorders browse, read, and focus on the essential elements more easily.	0	Not Dark Pattern
209	Long and Tall	0	Not Dark Pattern
1815	This offer is only VALID if you add to cart now!	1	Misdirection
133	Sign up for the latest updates, products and offers	0	Not Dark Pattern
573	Subscribing means you agree to receive our emails, more details please refer to ourprivacy policy.	0	Not Dark Pattern
984	 Shop Sale by Print 	0	Not Dark Pattern
985	Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!	1	Urgency
1381	Only 9 left	1	Scarcity
966	Our items sell fast, don't miss out!	1	Scarcity
815	Your order has been reserved for	1	Urgency
980	Sale ends soon	1	Urgency
1475	only 5 left in stock	1	Scarcity
253	135 people have this in their cart	1	Social Proof
1139	The Hoop Destination. Discover more	0	Not Dark Pattern
1343	Tight Bud	0	Not Dark Pattern
138	6 other people looking at this item	1	Social Proof
1646	selected language日本語currencyJPY	0	Not Dark Pattern
919	Great choice!	0	Not Dark Pattern
1092	Only 1 items left	1	Scarcity
1741	Would you like to purchase an Extended Protection Plan?	1	Misdirection
1685	ONLY 14 LEFT AT THIS PRICE	1	Scarcity
993	Not sold separately	0	Not Dark Pattern
88	16 recently purchased it.	1	Social Proof
1536	Plus Size Ripped Jeans	0	Not Dark Pattern
1083	 Redirecting to Futech Deals for secure checkout... 	0	Not Dark Pattern
209	Football	0	Not Dark Pattern
1604	 All Men's Brands 	0	Not Dark Pattern
128	*Freight/Higher Freight charges may apply to some areas. Click here to view Shipping Policy	0	Not Dark Pattern
1304	Long Sleeves Nightwear	0	Not Dark Pattern
2	Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago	1	Social Proof
527	 Hairy Chest T-Shirt And Shorts Combo 	0	Not Dark Pattern
230	Covered all grays	0	Not Dark Pattern
190	7 sold in the last 48 hours	1	Social Proof
108	 Menthol Flavors 	0	Not Dark Pattern
113	Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses	1	Social Proof
593	FLASH 19:15:22	1	Urgency
996	Only available for a LIMITED TIME, so get yours TODAY!	1	Urgency
1476	2 in stock	1	Scarcity
1459	Oxfords & Loafers	0	Not Dark Pattern
1080	Only 9 items left!	1	Scarcity
822	Reloading & Ammunition	0	Not Dark Pattern
26	Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago	1	Social Proof
185	Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently	1	Social Proof
23	Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit	1	Social Proof
212	Read More 	0	Not Dark Pattern
886	Ketolent subscriptions have no long term contracts. Pause, cancel, or change at any time. Want to swap Vanilla for Chocolate, or set up to renew every 3 weeks? No problem! Send us an email to help@ketolent.com and we'll make the change for you.	1	Obstruction
977	Selling Fast	1	Scarcity
388	NO THANKS, I'D RATHER PAY FULL PRICE	1	Misdirection
1026	 Stone Cold Steve Austin 	0	Not Dark Pattern
247	92 customers bought this in the last 48 hours	1	Social Proof
933	An item you ordered is in high demand. No worries, we have reserved your order.	1	Scarcity
1466	Click and Collect T&C	0	Not Dark Pattern
311	Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW	1	Social Proof
1062	LIMITED TIME ONLY 10 OFF 50 SPEND NEW CUSTOMERS ONLY - TERMS & CONDITIONS APPLY	1	Urgency
216	Shirts & Blouses	0	Not Dark Pattern
1343	Different Types of Gold	0	Not Dark Pattern
1697	HURRY! ONLY 14 LEFT IN STOCK.	1	Scarcity
919	The best!	0	Not Dark Pattern
1200	HURRY, THERE ARE ONLY 9 ITEM(S) LEFT!	1	Scarcity
216	 Tracksuit	0	Not Dark Pattern
50	Trending Style! Sold 4 times today	1	Social Proof
573	Long African American Wigs	0	Not Dark Pattern
1529	Only one left in stock - order soon!	1	Scarcity
1525	Hurry, only 1 left in stock!	1	Scarcity
226	Trending now! Added to basket 490 times today	1	Social Proof
1536	Almost Famous Jeans	0	Not Dark Pattern
367	No Thanks, I Don't Like Saving Money.	1	Misdirection
1730	Professional Color Tool Kit / Addons	1	Misdirection
1149	 Tweet Share Pin It Add Email 	0	Not Dark Pattern
1459	 Tights 	0	Not Dark Pattern
1275	Only 5 left	1	Scarcity
1648	Wireless Microphone	0	Not Dark Pattern
1088	Only 15 left in stock	1	Scarcity
1108	Limited Quantity	1	Scarcity
573	Cap Construction	0	Not Dark Pattern
837	 Need Help Finding The Right Product? 	0	Not Dark Pattern
1304	Body Washes	0	Not Dark Pattern
1367	ONLY 2 LEFT	1	Scarcity
77	Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress	1	Social Proof
1215	LIVE REMAINING STOCK	1	Scarcity
767	Brand: NFL Pro Line by Fanatics Branded	0	Not Dark Pattern
104	339 users are currently active on our website	1	Social Proof
595	Please Order Within: 0 0 : 0 2 : 4 1 : 10 65	1	Urgency
1536	Baby Boy Jumpsuits and Rompers	0	Not Dark Pattern
378	Nah, I'll pay full price	1	Misdirection
230	Like many websites, we share certain information, such as your IP address, device ID or similar online identifier, with certain third parties, such as social networks and advertising networks. This information is used to personalize advertising you see after you’ve visited our website. The California Consumer Privacy Act (“CCPA”) considers our sharing of that information in this manner to be a “sale.”For more information about the First and Third Party Cookies used please follow this link.	0	Not Dark Pattern
203	Choose which store you would like to visit	0	Not Dark Pattern
895	You may cancel or renew your membership to the VIP Program or find out more information about your VIP Program subscription, including your annual expiration date, by contacting support@grove.co.	1	Obstruction
460	No Thanks, I like paying full price.	1	Misdirection
102	Popular Item! 🔥 16 people are viewing this and 18 recently purchased it.	1	Social Proof
